date,text
2021-03-08,"🦋С Международным женским днём! 
8 Марта – не просто символ весны, это повод еще раз выразить 
признательность всем женщинам.🌷
Милые наши мамы, жены, дочери, сестры, коллеги позвольте поблагодарить вас за трудолюбие, чуткость, внимательность, мудрость и заботливость. Пусть сбываются ваши самые заветные желания, а в семье всегда царит понимание и поддержка. Желаем счастья, здоровья, благополучия! От всей души поздравляем вас с праздником!💐
#ИТИС #КФУ #8марта"
2021-03-07,"#ИТИС_абитуриент2021 
#ITISinternational
🏛На этой неделе стартовала приёмная кампания для иностранных абитуриентов. Прием документов продлится до 12 августа 2021 года. 
 
Сроки проведения вступительных испытаний: 
 
- с 14 июня по 21 июня 2021 года; 
 
- с 12 июля по 25 июля 2021 года; 
 
- с 16 августа по 23 августа 2021 года. 
 
Пошаговая инструкция что нужно сделать, чтобы участвовать в конкурсе по ссылке - https://kpfu.ru/itis/kak-postupit-v-itis-inostrannomu-abiturientu.html
#программнаяинженерия #КФУ #ИТИС #робототехника #бакалавриат_ИТИС #магистратура_ИТИС #вступительныеэкзаменыКФУ #AR #VR #программнаяинженерия #КФУ #ИТИС #робототехника #robotics #fintech"
2021-03-05,"25 марта состоится первая онлайн-конференция EPAM Insider в Казани. Начало в 18:00. Регистрация здесь: https://community-z.com/events/epam-insider-kazan 
 
Для кого: для IT-специалистов Казани – Java, JavaScript, Python, iOS, Andorid разработчиков, системных инженеров, Data иженеров и Data scientists, тестировщиков, архитекторов решений, менеджеров проектов и руководителей команд. 
 
Что будет: 
• Расскажем, что поможет найти хорошую работу в IT и успешно реализовать свой потенциал 
• Познакомим с компанией и планами по развитию в Казани 
• Познакомим с примерами проектов и задач, решаемых на проектах 
• Расскажем про карьерное развитие в компании 
 
В программе 14 докладов: 
 
• Артём Торосян, директор российского ЭПАМ: «EPAM – компания возможностей» 
• Анна Васильева, руководитель HR отдела: «Как стать IT-гроссмейстером: версия EPAM» 
• Татьяна Бородина, Senior Data Scientist: «Data Science для жизни. Новое лекарство или головная боль?» 
• Даниил Сенькив, веб-разработчик: «Frontend-разработчик глазами EPAM» 
• Василий Комолов, руководитель команды рекрутинга: «Мастер-класс по проведению интервью (подход «Поведенческое интервью») 
• Александр Бармин, ведущий Java-разработчик: «Написано на Spring – протестировано со Spring» 
• Руслан Хюрри, ведущий Python-разработчик: «Python программист в индустриальной разработке» 
• Геннадий Александров, архитектор решений и тим лид: «Карьерный путь: архитектура» 
• Данис Тазетдинов, энтузиаст платформ Apple, отвечает за компетенцию платформ Apple в EPAM: «Манифест мобильного разработчика» 
• Ольга Сафонова и Григорий Силкин, Software Testing тим лидеры: «Тестирование Web-сервисов: делимся опытом» 
• Данила Голощапов, старший Big Data инженер: «Spark joins: неочевидные проблемы» 
• Артём Задворный, старший системный инженер: «Инженерные задачи в условиях энтерпрайза» 
• Олег Шелякин, старший Android-разработчик: «Особенности Dagger 2» 
• Валентин Морев, руководитель направления Digital Engagement, развивает PM комьюнити в EPAM Россия: «Пошаговая инструкция: как эффективно провести предпроектное обследование» 
 
Узнайте о EPAM из первых рук!"
2021-03-03,"В группе VK Education вышел интересный подкаст о робототехнике с участием старшего преподавателя ИТИС Романа Лавренова.
Запись 8 выпуска подкаста «Не рокет сайнс» от компании VK (ВКонтакте) прошла недавно. Среди участников разговора, был также куратор всероссийских робототехнических олимпиад Александр Колотов. Темой разговора стала робототехника, её современное состояние и перспективы. В ходе разговора обсуждались современные тренды робототехники, а также то, что можно называть роботами и киборгами. 
Запись подкаста доступна по ссылке ниже."
2021-03-02,"""Игра как путь к познанию""💫
В продолжении конференции ""Экономическое образование и востребованные профессии будущего"" прошла экспертная дискуссия ""Технологии в образовании будущего"", где приняли участие - Виталий Абрамов, директор по развитию лаборатории DML, ИТИС КФУ
и Мурад Хафизов, технический директор лаборатории DML, ИТИС КФУ
Поговорили о геймификации процессов образования и о том могут ли люди еще воспринимать информацию в неигровой форме. Обсудили и плохие примеры геймификации, в том числе такое понятие как ""петля вовлеченности"". Завершили дискуссию Serious games и обучение с помощью Minecraft.
Приятного просмотра💫
https://vk.com/video-25118859_456239138"
2021-03-01,"#ИТИС_абитуриент2021
В КФУ продолжается проект по предоставлению льготного образовательного кредита студентам💳

 Проект по льготному кредитованию для получения высшего образования по основным образовательным программам реализуется в целях повышения доступности высшего образования в России. Соответствующее соглашение о господдержке образовательного кредита для граждан, поступивших в вузы, заключено Министерством науки и высшего образования РФ с ПАО «Сбербанк». 
 
Поддержка реализуется в соответствии с постановлением Правительства «О государственной поддержке образовательного кредитования». Образовательный кредит предоставляется на любой вид обучения в вузе. 
 
Помимо основного образовательного кредита у студентов также есть возможность получения сопутствующего образовательного кредита (оплата сопутствующих расходов на проживание, питание, приобретение учебной и научной литературы и другие бытовые нужды, оплата проезда). Максимальная сумма кредита на весь период обучения не должна превышать размера семи прожиточных минимумов в Татарстане. 
#ИТИС #КФУ #Сбербанк #образовательныйкредит"
2021-02-26,"Профессор ИТИС Евгений Магид выступил в роли оппонента на защите PhD в Чешском техническом университете
На днях в Чешском техническом университете прошла защита господина Мартина Пецки (Martin Pecka), который представил работу «Безопасное автономное обучение с подкреплением» («Safe Autonomous Reinforcement Learning») с целью получения научной степени PhD. Научный руководитель кандидата – профессор Томаш Свобода, заведующий кафедрой кибернетики. В качестве оппонентов были приглашены ведущие мировые ученые в области робототехники, компьютерного зрения и машинного обучения. 
- профессор Оскар фон Стрик, Дармштадтский технический университет, Германия 
- профессор Юстус Пиатер, Инсбрукский университет имени Леопольда и Франца, Австрия 
- профессор Евгений Магид, Казанский (Приволжский) федеральный университет, Россия 
Защита прошла в режиме онлайн на платформе Microsoft Teams, Видеозапись защиты доступна по ссылке:
https://www.youtube.com/watch?v=vOuVW9ZCu_I&feature=youtu.be"
2021-02-26,"Директор ИТИС Михаил Абрамский, а также выпускник ИТИС Айнур Минибаев, а ныне основатель агенства продуктовой разработки Technaxis приняли участие в большой онлайн-конференции на тему ""Экономическое образование и востребованные профессии будущего"" 
Обсудили что такое вуз будущего и какими будут новые выпускники, как произошел скачок от классического образования к онлайн обучению, какие возможности это дает студенту и абитуриенту и что за термин такой ""антифакультет"", а также в целом о роли вуза и преподавателя в жизни обучающегося в посткоронавирусную эпоху. 
Сошлись ли мнения представителей вуза и работодателей узнаете после просмотра.
#ИТИС #КФУ #Люди_ИТИС
https://vk.com/video-25118859_456239138"
2021-03-05,"25 марта состоится первая онлайн-конференция EPAM Insider в Казани. Начало в 18:00. Регистрация здесь: https://community-z.com/events/epam-insider-kazan 
 
Для кого: для IT-специалистов Казани – Java, JavaScript, Python, iOS, Andorid разработчиков, системных инженеров, Data иженеров и Data scientists, тестировщиков, архитекторов решений, менеджеров проектов и руководителей команд. 
 
Что будет: 
• Расскажем, что поможет найти хорошую работу в IT и успешно реализовать свой потенциал 
• Познакомим с компанией и планами по развитию в Казани 
• Познакомим с примерами проектов и задач, решаемых на проектах 
• Расскажем про карьерное развитие в компании 
 
В программе 14 докладов: 
 
• Артём Торосян, директор российского ЭПАМ: «EPAM – компания возможностей» 
• Анна Васильева, руководитель HR отдела: «Как стать IT-гроссмейстером: версия EPAM» 
• Татьяна Бородина, Senior Data Scientist: «Data Science для жизни. Новое лекарство или головная боль?» 
• Даниил Сенькив, веб-разработчик: «Frontend-разработчик глазами EPAM» 
• Василий Комолов, руководитель команды рекрутинга: «Мастер-класс по проведению интервью (подход «Поведенческое интервью») 
• Александр Бармин, ведущий Java-разработчик: «Написано на Spring – протестировано со Spring» 
• Руслан Хюрри, ведущий Python-разработчик: «Python программист в индустриальной разработке» 
• Геннадий Александров, архитектор решений и тим лид: «Карьерный путь: архитектура» 
• Данис Тазетдинов, энтузиаст платформ Apple, отвечает за компетенцию платформ Apple в EPAM: «Манифест мобильного разработчика» 
• Ольга Сафонова и Григорий Силкин, Software Testing тим лидеры: «Тестирование Web-сервисов: делимся опытом» 
• Данила Голощапов, старший Big Data инженер: «Spark joins: неочевидные проблемы» 
• Артём Задворный, старший системный инженер: «Инженерные задачи в условиях энтерпрайза» 
• Олег Шелякин, старший Android-разработчик: «Особенности Dagger 2» 
• Валентин Морев, руководитель направления Digital Engagement, развивает PM комьюнити в EPAM Россия: «Пошаговая инструкция: как эффективно провести предпроектное обследование» 
 
Узнайте о EPAM из первых рук!"
2021-03-03,"В группе VK Education вышел интересный подкаст о робототехнике с участием старшего преподавателя ИТИС Романа Лавренова.
Запись 8 выпуска подкаста «Не рокет сайнс» от компании VK (ВКонтакте) прошла недавно. Среди участников разговора, был также куратор всероссийских робототехнических олимпиад Александр Колотов. Темой разговора стала робототехника, её современное состояние и перспективы. В ходе разговора обсуждались современные тренды робототехники, а также то, что можно называть роботами и киборгами. 
Запись подкаста доступна по ссылке ниже."
2021-03-02,"""Игра как путь к познанию""💫
В продолжении конференции ""Экономическое образование и востребованные профессии будущего"" прошла экспертная дискуссия ""Технологии в образовании будущего"", где приняли участие - Виталий Абрамов, директор по развитию лаборатории DML, ИТИС КФУ
и Мурад Хафизов, технический директор лаборатории DML, ИТИС КФУ
Поговорили о геймификации процессов образования и о том могут ли люди еще воспринимать информацию в неигровой форме. Обсудили и плохие примеры геймификации, в том числе такое понятие как ""петля вовлеченности"". Завершили дискуссию Serious games и обучение с помощью Minecraft.
Приятного просмотра💫
https://vk.com/video-25118859_456239138"
2021-03-01,"#ИТИС_абитуриент2021
В КФУ продолжается проект по предоставлению льготного образовательного кредита студентам💳

 Проект по льготному кредитованию для получения высшего образования по основным образовательным программам реализуется в целях повышения доступности высшего образования в России. Соответствующее соглашение о господдержке образовательного кредита для граждан, поступивших в вузы, заключено Министерством науки и высшего образования РФ с ПАО «Сбербанк». 
 
Поддержка реализуется в соответствии с постановлением Правительства «О государственной поддержке образовательного кредитования». Образовательный кредит предоставляется на любой вид обучения в вузе. 
 
Помимо основного образовательного кредита у студентов также есть возможность получения сопутствующего образовательного кредита (оплата сопутствующих расходов на проживание, питание, приобретение учебной и научной литературы и другие бытовые нужды, оплата проезда). Максимальная сумма кредита на весь период обучения не должна превышать размера семи прожиточных минимумов в Татарстане. 
#ИТИС #КФУ #Сбербанк #образовательныйкредит"
2021-02-26,"Профессор ИТИС Евгений Магид выступил в роли оппонента на защите PhD в Чешском техническом университете
На днях в Чешском техническом университете прошла защита господина Мартина Пецки (Martin Pecka), который представил работу «Безопасное автономное обучение с подкреплением» («Safe Autonomous Reinforcement Learning») с целью получения научной степени PhD. Научный руководитель кандидата – профессор Томаш Свобода, заведующий кафедрой кибернетики. В качестве оппонентов были приглашены ведущие мировые ученые в области робототехники, компьютерного зрения и машинного обучения. 
- профессор Оскар фон Стрик, Дармштадтский технический университет, Германия 
- профессор Юстус Пиатер, Инсбрукский университет имени Леопольда и Франца, Австрия 
- профессор Евгений Магид, Казанский (Приволжский) федеральный университет, Россия 
Защита прошла в режиме онлайн на платформе Microsoft Teams, Видеозапись защиты доступна по ссылке:
https://www.youtube.com/watch?v=vOuVW9ZCu_I&feature=youtu.be"
2021-02-26,"Директор ИТИС Михаил Абрамский, а также выпускник ИТИС Айнур Минибаев, а ныне основатель агенства продуктовой разработки Technaxis приняли участие в большой онлайн-конференции на тему ""Экономическое образование и востребованные профессии будущего"" 
Обсудили что такое вуз будущего и какими будут новые выпускники, как произошел скачок от классического образования к онлайн обучению, какие возможности это дает студенту и абитуриенту и что за термин такой ""антифакультет"", а также в целом о роли вуза и преподавателя в жизни обучающегося в посткоронавирусную эпоху. 
Сошлись ли мнения представителей вуза и работодателей узнаете после просмотра.
#ИТИС #КФУ #Люди_ИТИС
https://vk.com/video-25118859_456239138"
2021-02-25,"Крупный портал MIXR о мире VR/AR/MR и других похожих технологиях по всему миру пообщался с младшим научным сотрудником лаборатории Digital Media Lab ИТИС Виталием Абрамовым. 
В интервью он рассказал о проектах DML за последние несколько лет от образовательных программ до антропологических исследований. О том как мы начинали развивать собственные инициативы по VR/AR-практикам и какую можем предложить магистерскую программу по смешанной реальности. 
#ИТИС #КФУ #Люди_ИТИС #магистратура_ИТИС
https://mixr.ru/2021/02/24/kazan-vr/"
2021-02-24,"Друзья, после затяжных праздников возвращаемся с интересными новостями! 
26 февраля в 18:00 пройдет бесплатный вебинар от ""Школы 21"" на тему ""Карьера в ИТ: простым языком о программировании"". 
https://21school.timepad.ru/event/1555978 
Вебинар будет проходить в Zoom. 
Расскажут про то, каким нужно обладать навыком, чтобы писать компьютерный код. Про то, какое отношение программирование и алгоритмирование уже завтра будет иметь к вашей профессии. 
А также вы посмотрите несложные примеры программного кода, узнаете как управлять космическим челноком, и, надеемся, интересно проведёте время! В завершение организаторы поделятся действенными рекомендациями дальнейших шагов, если вы решите попробовать научиться программировать самостоятельно! 
""Школа 21"" - бесплатная школа программирования от Сбера, мы обучаем по уникальной методике: без учителей, лекций и оценок. 
Познакомиться со школой и оставить заявку на обучение вы можете на сайте 21-school.ru"
2021-02-18,"#ITISinternational
🌏ИТИС на выставке ""Образование и карьера"" в Минске
Заместитель директора по развитию Ирина Максимова сегодня представила образовательные программы ИТИС в составе делегации КФУ на специализированной выставке для белорусских абитуриентов.
Выставка будет проходить три дня в период с 18 по 20 февраля, российское высшее образование представлено 30 вузами из различных регионов. В прошлом году общее количество посетителей выставки составило 11000 человек, в этом году несмотря на эпидемиологические меры организаторы ожидают увеличение количества участников.
#ИТИС_абитуриент2021 #ИТИС_абитуриент #бакалавриат_ИТИС #магистратура_ИТИС #ITISinternational #AR #VR #программнаяинженерия #КФУ #ИТИС #робототехника #robotics #fintech
#Образованиеикарьера #Минск
https://kpfu.ru/itis/itis-na-vystavke-39obrazovanie-i-karera39-v.html"
2021-02-17,"Интересный курс от наших партнеров компании ""БАРС Груп"""
2021-02-17,"#ИТИС_абитуриент2021 
Продолжаем череду эфиров с нашими партнёрами, на этот раз гостями студии станут: 
🔹Рустам Мулюков - директор центра разработки Orion Innovation в г.Казань
🔹Тимур Вафин - технический директор Flatstack 
🔹Игорь Катыков - региональный директор Центров Разработки Тинькофф в Казани и Иннополисе 
🔹Михаил Абрамский - директор ИТИС 
🤳Трансляция будет в нашем аккаунте Инстаграм [club35488145|@itis_kfu] и в аккаунте Инстаграм [club9722| КФУ] 
Подключайтесь, чтобы узнать подробнее о наших компаниях-партнерах, принципах работы лабораторий, обучении студентов и поступлении в 2021 году. 
#ИТИС_абитуриент #бакалавриат_ИТИС #магистратура_ИТИС #ITISinternational #AR #VR #программнаяинженерия #КФУ #ИТИС #робототехника #robotics #fintech"
2021-02-14,"👑Студентка ИТИС [club9722|КФУ] [id39340348|Гузель Мусина] будет представлять Россию на конкурсе Miss Grand International 2020 в Таиланде. 
Мы застали Гузель в самый разгар подготовки к конкурсу, буквально через 2 недели вылет в Таиланд. Между подбором образов, фотосессиями и интервью, она изучает Data Science, успевает готовиться к защите диплома, а также сдавать экзамены для поступления в магистратуру по программе DAAD в Германии. Какой путь нужно пройти, чтобы попасть на международный конкурс такого уровня и как сделать так, чтобы это не мешало учёбе, рассказала нам в интервью Гузель Мусина. 
https://vk.com/@itis_kfu-studentka-itis-guzel-musina-predstavit-rossiu-na-konkurse-mi
https://kpfu.ru/itis/studentka-itis-guzel-musina-budet-predstavlyat.html
#ИТИС #КФУ #MissGrandInternational #люди_ИТИС"
2021-02-11,"В школе сложно понять, что именно тебе интересно. Особенно если тебе интересна сфера IT - на уроках не рассказывают про бизнес-аналитику или внутреннюю кухню разработки IT-продуктов. 
На онлайн-выставке GeekZ ""День IT-профессий"" вы узнаете: 
- Про работу в сфере IT от сотрудников Яндекс и Сбер 
- Всё про обучение и поступление на IT-направления в Мосполитех и КФУ ИТИС 
- Как подготовиться к ЕГЭ по профильной математике на 80+ и поступить на бюджет 
Спикеры расскажут, как устроена работа мечты и где учиться, чтобы там работать.
❗Директор ИТИС Михаил Абрамский будет в числе спикеров. Его время с 12:40 – 13:05. Не пропустите! 
После регистрации каждый участник может пройти профориентационное тестирование, которое поможет выявить склонности к IT-направлениям. А на мероприятии вы узнаете результат и сможете получить диагностику от эксперта. 
Бесплатная онлайн-выставка пройдет в субботу 13 февраля с 11 до 15:30 мск. 
Регистрация по ссылке: 
https://geekz.ru/go2it_kfu"
2021-02-10,"Стартовал отборочный этап олимпиады для поступающих в магистратуру КФУ ""Я - магистрант КФУ"", а это значит, что шанс получить бюджетное (!) место в магистратуре ИТИС ""Программная инженерия"" всё ближе.
Осталось только зарегистрироваться по ссылке - https://abiturient.kpfu.ru/ ответить на 25 вопросов разной степени сложности и ждать результатов отборочного этапа!
Удачи! Всё в Ваших руках!
https://kpfu.ru/itis/10-fevralya-startuet-otborochnyj-etap-olimpiady.html"
2021-02-08,"💫Симулятор мигрени, библиотека движений робота, новая игра для инженеров буровых установок и многое другое. ИТИС представил свои проекты на Дне науки.
Сегодня в коворкинге КСК КФУ УНИКС прошел «День науки КФУ» - «Студенческая наука. Перезагрузка» приуроченный ко Дню российской науки. В мероприятии принял участие директор ИТИС Михаил Абрамский, он презентовал ректору КФУ Ильшату Гафурову и другим гостям последние наработки лабораторий ИТИС.
Читайте подробнее об этом на нашем сайте по ссылке ниже
#ИТИС #КФУ #Деньнауки
https://kpfu.ru/itis/simulyator-migreni-biblioteka-dvizhenij-robota-401602.html"
2021-02-03,"Аспирант 1 курса и научный сотрудник Лаборатории интеллектуальных робототехнических систем ИТИС Рамиль Сафин придумал новый алгоритм для мобильного робота ""Алгоритм визуально-инерциального SLAM (Simultaneous localization and mapping, одновременная локализации и картографирование) для мультикамерной системы без общей области видимости"". Проект оценили на ежегодном конкурсе научно-исследовательских и научно-практических работ на соискание именных стипендий Мэра г. Казани
«С помощью проекта мы хотим решить проблему исследования заброшенных строений, развалин, опасных для человека зданий, – сказал Рамиль Сафин. – Еще одним применением алгоритма является автономный возврат робота при обрыве связи с телеоператором». 
Алгоритм SLAM будет тестироваться на мобильном роботе Servosila Engineer. Специализация робота - поисково-спасательные операции, разведка, технические работы. Такие алгоритмы уже используются в работе с картами, автономном вождении и т.д., но у новой разработки есть свои особенности, о чем Рамиль Сафин рассказал по ссылке ниже. 
#ИТИС #КФУ #ЛИРС 
https://kpfu.ru/itis/sotrudnik-laboratorii-intellektualnyh-397918.html"
2021-02-02,"Дорогие ребята! Уважаемые учителя и наставники талантливых школьников! 
Приглашаем вас принять участие в конференции ВСЕРОССИЙСКАЯ (С МЕЖДУНАРОДНЫМ УЧАСТИЕМ) НАУЧНАЯ КОНФЕРЕНЦИЯ УЧАЩИХСЯ ИМЕНИ Н.И. ЛОБАЧЕВСКОГО! В секции Института ИТИС «Проектная деятельность школьных ИТ команд» 
 
💥Победители и призеры получают дополнительные баллы к сумме баллов ЕГЭ (5 баллов за 1 место, по 3 балла за 2 и 3 места), что увеличивает шансы поступить на бюджет или грант в ИТИС КФУ. 
 
📍Регистрация участников до 8 февраля 2021 г. 
📍Заочный тур - с 9 февраля по 5 марта. 
📍Очный тур - 26-29 марта 2021 г. 
 
Подробно о конференции и регистрация на сайте https://admissions.kpfu.ru/lob-konf
 #ИТИС #КФУ #конференцияимениЛобачевского
https://kpfu.ru/itis/prodolzhaetsya-registraciya-na-konferenciju-imeni.html"
2021-01-29,"Если вы скучаете пол лету, то посмотрите этот выпуск Далеко Недорого от наших друзей из [club122155493|Высшей Школы Журналистики и Медиакоммуникаций], где они интересно рассказали о Казани и ее окрестностях, а также упомянули ИТИС и наших коллег из [club24224813|БАРС Груп].
Приятного просмотра!
[id169074653|Егор Ложкин], в следующий раз приходите к нам в гости, чтобы своими глазами увидеть как у нас круто😉 
#ИТИС #КФУ #ВШЖиМК"
2021-01-28,"О себе, о лаборатории DML ИТИС, о виртуальном мире и об иммерсионном образовании рассказал в новом интервью для медиа о молодых ученых ""Галим"" младших научный сотрудник ИТИС Виталий Абрамов
https://galim.ru/vitaliy"
2021-01-28,"Завершилась итоговая коллегия [club27311314|Министерства цифрового развития Республики Татарстан] Трансляцию можно посмотреть по ссылке
https://www.youtube.com/watch?v=GJqtxOEhRWE"
2021-01-28,"🤷Думаешь, какую профессию выбрать? Попробуй себя в качестве разработчика Java, разработчика игр и архитектора виртуальных миров для учебы, работы и отдыха.
☆Большая часть курса будет состоять из практики. Ты овладеешь технологиями, востребованными на рынке. Мы внимательно относимся к предпочтениям слушателей. 
☆Ты сможешь выбрать то направление, которое покажется тебе наиболее интересным. Объединившись в группы с единомышленниками, ты будешь разрабатывать проекты, которые помогут тебе освоить программу курса. 
☆Мы не ограничиваем тебя платформой: возможна разработка под ПК, под мобильные устройства, под шлемы виртуальной и дополненной реальности.
⭐Испытай себя! Найдись в море профессий!⭐
📆Продолжительность каждого курса 72 часа (4 месяца). 
💳Онлайн оплата. Возможна рассрочка.
👩‍🏫Используется гибридная форма обучения - очно/онлайн
↗Переходите по ссылке, чтобы узнать подробности и зарегистрироваться https://itisdo.kpfu.ru/
#ИТИС #КФУ #курсыдляшкольников #java #blender #unity3d #иткурсыдлядетей"
2021-01-27,"Уважаемые студенты выпускных курсов бакалавриата, специалитета и выпускники вузов России и стран ближнего зарубежья! 
Казанский (Приволжский) федеральный университет приглашает Вас принять участие в олимпиаде для поступающих в магистратуру КФУ ""Я - магистрант КФУ"". 
(!)Победители и призеры смогут без вступительных испытаний пройти на бюджетное место в магистратуру ИТИС(!)
📌Отборочный этап (интернет-тур) проводится в одну сессию с 08:00 10 февраля до 20:00 3 марта 2021 года (время московское); 
📌Заключительный этап проводится с 5 по 16 апреля 2021 года (форма и график проведения заключительного этапа будет опубликован 25 марта 2021 года). 
Регистрация участников и выполнение заданий отборочного этапа осуществляется в социально-образовательной сети КФУ «Буду студентом!» по ссылке https://abiturient.kpfu.ru/.
Подробности ниже📝
https://kpfu.ru/itis/10-fevralya-startuet-otborochnyj-etap-olimpiady.html
#ИТИС #КФУ #ЯмагистрантКФУ"
2021-01-25,"Дорогие студенты, сегодня ваш праздник!  
Принимайте душевные поздравления от всего коллектива ИТИС и лично от директора Михаила Абрамского:
""У вас еще будет много счастливых лет, но вот студенческие годы вы точно будете помнить с улыбкой, ностальгией и радостью! Желаю вам удачи в любых делах, не бояться ошибок - ведь студентов принято прощать) Здоровья всем, беречь себя и друг друга и с праздником!""
#ИТИС #КФУ #деньстудента2021"
2021-01-20,"Наши коллеги из ИТ-компании СКБ Контур приглашают студентов-программистов на митап, где расскажут про летнюю стажировку в Контуре.
Митап пройдет онлайн 23 января в 10:00 (Мск).

Стажировка — это возможность пожить жизнью разработчика, получить первый опыт работы в команде и закрыть практику в университете. На митапе расскажут все про отбор на стажировку, задачи, трудоустройство. И даже разберут тестовое задание!

Участие для всех желающих бесплатное."
2021-01-19,"Доброе морозное утро! 
Как колумбийцу русская зима рассказывает студент 2 курса ИТИС [id499343213|Camilo Fajardo] 
А какой прогноз на 22 января? Вроде бы теплее, кстати) Ведь у нас День открытых дверей и это первая оффлайн встреча с вами в 2021-м, она пройдет по адресу Кремлевская, 35, 13 этаж, аудитория 1310 
❗Просим вас зарегистрироваться по ссылке внизу, чтобы мы понимали сколько из вас решит прийти лично. 
Мы ждем школьников 10-11 классов и их родителей, а также выпускников вузов. 
Мы расскажем о правилах поступления в КФУ, проходных баллах, грантовых местах, а еще о новых программах магистратуры. Подготовьте свои вопросы, вы сможете их задать в процессе мероприятия сотрудникам ИТИС. 
Вход свободный, никаких подтверждающих документов не требуется, но необходима регистрация. 
16.00 бакалавриат ""Программная инженерия"" 
17.00 магистратура ""Программная инженерия"" 
Онлайн трансляция будет в аккаунте - instagram.com/itis_kfu 
❗РЕГИСТРАЦИЯ по ссылке 
https://itiskfu.timepad.ru/event/1532261/ 
#ИТИС_абитуриент #бакалавриат_ИТИС #магистратура_ИТИС #ITISinternational #AR #VR #программнаяинженерия #КФУ #ИТИС #робототехника #robotics #fintech"
