text,target
"['подписчик', 'юмореска', '10', 'февраль', '2023', 'год', 'я', 'както', 'слышать', 'анекдот', 'мужчина', 'приходить', 'к', 'врач', 'жаловаться', 'на', 'говорить', 'жизнь', 'грубый', 'и', 'жестокий', 'что', 'он', 'чувствовать', 'себя', 'одинокий', 'в', 'мир', 'врач', 'предлагать', 'простой', 'рецепт', 'там', 'в', 'казарма', 'сейчас', 'табуретка', 'солдат', 'ебут', 'присоединяться', 'к', 'они', 'это', 'вы', 'мужчина', 'взрываться', 'слеза', 'но', 'доктор', 'говорить', 'он', 'я', 'и', 'есть', 'табуретка', 'хороший', 'анекдот', 'весь', 'смеяться', 'барабанный', 'занавес']",jumoreski
"['а', 'я', 'вы', 'видеть']",jumoreski
"['петька', 'я', 'фирма', 'найти', 'который', 'мы', 'аппарат', 'для', 'данные', 'о', 'ситуация', 'на', 'фронт', 'быть', 'делать', 'показать', 'они', 'спасибо', 'василий', 'иванович', 'я', 'ещё', 'от', 'ваш', 'не', 'отойти']",jumoreski
"['ужин', 'это', 'ужин', 'малый', 'средний', 'всё', 'единый', 'пропорция', 'условный', 'а', 'граница', 'я', 'не', 'святой', 'отшельник', 'не', 'только', 'один', 'завтрак', 'есть', 'в', 'жизнь', 'но', 'если', 'приходиться', 'выбирать', 'между', 'один', 'и', 'я', 'предпочитать', 'не', 'выбирать']",jumoreski
"['позвать', 'мужик', 'мастер', 'чтобы', 'они', 'он', 'ванная', 'комната', 'построить', 'ну', 'значит', 'они', 'там', 'весь', 'день', 'хозяин', 'приходить', 'вы', 'какой', 'хуй', 'туалет', 'к', 'потолок', 'а', 'что', 'такой', 'ну', 'как', 'я', 'срать', 'повашему', 'давать', 'проверить', 'забираться', 'на', 'потолок', 'один', 'мастер', 'пытаться', 'а', 'не', 'мочь', 'он', 'и', 'говорить', 'хозяин', 'закрыть', 'дверь', 'а', 'ну', 'не', 'получаться', 'у', 'я', 'когда', 'смотреть']",jumoreski
"['заходить', 'в', 'казарма', 'к', 'рота', 'солдат', 'и', 'говорить', 'а', 'вы', 'че', 'ребята', 'всё', 'табуретка', 'трахать']",jumoreski
"['проходить', 'выставка', 'по', 'достижение', 'в', 'компьютерный', 'техника', 'представить', 'новый', 'процессор', 'от', 'intel', 'с', 'частота', '22', 'гигагерц', 'amd', 'atlon', 'а', 'так', 'же', 'впервые', 'процессор', 'зеленоградский', 'нпо', 'электроника', 'процессор', 'проходить', 'тестирование', 'по', 'весь', 'параметр', 'и', 'везде', 'лидировать', 'отечественный', 'изделие', 'эксперт', 'в', 'шок', 'приносить', 'мощный', 'микроскоп', 'класть', 'процессор', 'один', 'эксперт', 'заглядывать', 'в', 'окуляр', 'и', 'через', 'секунда', 'падать', 'в', 'обморок', 'он', 'коллега', 'заглядывать', 'и', 'тоже', 'падать', 'в', 'обморок', 'комиссия', 'в', 'недоумение', 'третий', 'эксперт', 'смотреть', 'в', 'микроскоп', 'смотреть', 'смотреть', 'смотреть', 'он', 'коллега', 'спрашивать', 'саня', 'нахуй', 'идти', 'саня', 'да', 'идти', 'ты', 'нахуй', 'саня', 'отъестись', 'от', 'я', 'да', 'саня', 'блядь', 'отъестись', 'да', 'саня', 'ёбаный', 'ты', 'нахуй', 'идти', 'да', 'блядь', 'саня', 'нахуй', 'поехать', 'домой', 'нахуй', 'саня', 'ламповый', 'голова', 'дать', 'нахуй', 'идти']",jumoreski
"['джентльмен', 'приходить', 'домой', 'с', 'работа', 'и', 'видеть', 'жена', 'голый', 'муж', 'жена', 'почему', 'ты', 'голый', 'у', 'ты', 'же', 'много', 'платье', 'открывать', 'шкаф', 'вот', 'вот', 'здравствуйте', 'сэр', 'вот', 'и', 'тут', 'всё', 'понять', 'ситуация', 'и', 'засмеяться', 'у', 'аж', 'сопля', 'из', 'нос', 'вылететь', 'и', 'послать', 'в', 'пить', 'чай']",jumoreski
"['ехать', 'в', 'купе', 'три', 'девушка', 'и', 'один', 'мужчина', 'на', 'верхний', 'полка', 'последний', 'быть', 'судить', 'по', 'весь', 'не', 'особо', 'и', 'поэтому', 'стать', 'болтать', 'между', 'себя', 'один', 'говорить', 'я', 'любить', 'трахаться', 'с', 'спортсмен', 'быстро', 'прибежать', 'быстро', 'трахнуть', 'быстро', 'убежать', 'второй', 'а', 'я', 'с', 'военный', 'на', 'счёт', 'раз', 'прийти', 'на', 'счёт', 'два', 'трахнуть', 'на', 'счёт', 'три', 'уйти', 'быть', 'видно', 'что', 'мужчина', 'дать', 'разговор', 'быть', 'не', 'приятный', 'он', 'то', 'и', 'дело', 'однако', 'дама', 'не', 'остановиться', 'молвить', 'третий', 'а', 'я', 'любить', 'трахаться', 'с', 'индеец', 'ребёнок', 'природа', 'трахаться', 'как', 'зверь', 'тут', 'поезд', 'медленно', 'затормозить', 'с', 'верхний', 'полка', 'аккуратно', 'спускаться', 'мужчина', 'средний', 'год', 'и', 'говорить']",jumoreski
"['пойти', 'бабка', 'в', 'магазин', 'ну', 'и', 'упасть', 'за', 'касса', 'один', 'ножка', 'толпа', 'нога', 'достать', 'бабка', 'изз', 'касса', 'и', 'давать', 'она', 'в', 'весь', 'поза', 'трахать', 'тут', 'сосед', 'это', 'дело', 'увидеть', 'и', 'орать', 'с', 'балкон', 'вы', 'что', 'совсем', 'офигель', 'бабушка', 'прямо', 'в', 'магазин', 'ебета', 'последний', 'директор', 'ширинка', 'застёгивать', 'и', 'лениво', 'так', 'отвечать', 'мать', 'порядок', 'это', 'же', 'прийти', 'на', 'работа', 'и', 'в', 'светильник', 'а', 'потом', 'выебать', 'бабка', 'который', 'прийти', 'за', 'мешок', 'доброта', 'и', 'гвоздь']",jumoreski
"['на', 'день', 'рождение', 'киллер', 'приходить', 'братва', 'дарить', 'длинный', 'коробка', 'с', 'больший', 'такой', 'бантик', 'киллер', 'радостный', 'срывать', 'обёрточный', 'бумага', 'а', 'там', 'футляр', 'серебряный', 'под', 'свд', 'хренасс', 'ну', 'мужик', 'класс', 'фигня', 'ты', 'открыть', 'открывать', 'ахрененный', 'винтовка', 'лазерный', 'оптический', 'прицел', 'титановый', 'патрон', 'ну', 'друг', 'знать', 'чем', 'старик', 'порадовать', 'ух', 'да', 'ладный', 'ты', 'достать', 'винтовка', 'поднимать', 'там', 'заказ', 'на', 'лимон', 'фото', 'информация', 'всё', 'как', 'положить', 'дааа', 'даже', 'не', 'знать', 'как', 'вы', 'благодарить', 'это', 'ещё', 'не', 'всё', 'спускаться', 'в', 'подвал', 'включать', 'свет', 'а', 'там', 'только', 'одинокий', 'свинья', 'сидеть', 'посередине', 'и']",jumoreski
"['заходить', 'вор', 'в', 'пятёрочка', 'тут', 'он', 'продавщица', 'баба', 'клава', 'за', 'яйцо', 'хватать', 'и', 'спрашивать', 'плюс', 'два', 'или', 'минус', 'два']",jumoreski
"['на', 'пирс', 'друг', 'на', 'против', 'друг', 'стоять', 'два', 'подводный', 'лодка', 'один', 'называться', 'омск', 'а', 'второй', 'томск', 'приезжать', 'значит', 'к', 'они', 'с', 'проверка', 'сухопутный', 'генерал', 'видеть', 'название', 'лодка', 'и', 'спрашивать', 'у', 'дежурный', 'по', 'лодка', 'это', 'тип', 'название', 'город', 'в', 'они', 'честь', 'лодка', 'назвать', 'красиво', 'нет', 'говорить', 'дежурный', 'это', 'аббревиатура', 'такой', 'омск', 'значит', 'охуенный', 'морской', 'стратегический', 'крейсер', 'какой', 'ещё', 'крейсер', 'это', 'же', 'возражать', 'генерал', 'бля', 'тупанула', 'чёт']",jumoreski
"['штирлиц', 'без', 'конец', 'конец', 'он', 'уже']",jumoreski
"['письмо', 'в', 'единый', 'государственный', 'система', 'предупреждение', 'и', 'чрезвычайный', 'ситуация', 'я', '3', 'день', 'подряд', 'читать', 'рассылка', 'ваш', 'сервис', 'там', 'то', 'ветер', 'до', '30', 'мс', 'то', 'не', 'пользоваться', 'личный', 'то', 'в', 'гора', 'вы', 'там', 'ебануть', 'всё', 'что', 'ли']",jumoreski
"['заболеть', 'у', 'мужик', 'нога', 'жена', 'вызвать', 'врач', 'тот', 'посмотреть', 'и', 'сказать', 'ничего', 'страшный', 'на', 'ночь', 'положить', 'он', 'на', 'ступня', 'по', 'яйцо', 'и', 'всё', 'быть', 'в', 'порядок', 'утром', 'мужик', 'в', 'морг', 'врач', 'что', 'случиться', 'почему', 'умереть', 'да', 'говорить', 'пока', 'до', 'колено', 'он', 'уже']",jumoreski
"['пьяный', 'американец', 'в', 'бар', 'где', 'сидеть', 'весь', 'один', 'посетитель', 'и', 'спрашивать', 'добрый', 'человек', 'не', 'угостить', 'ли', 'я', 'стаканчик', 'почему', 'бы', 'нет', 'говорить', 'тот', 'и', 'покупать', 'пиво', 'выпить', 'кружка', 'первый', 'всматриваться', 'в', 'лицо', 'второй', 'говорить', 'слушать', 'парень', 'а', 'ты', 'сам', 'откуда', 'из', 'америка', 'из', 'америка', 'ничего', 'себя', 'да', 'мы', 'оказываться', 'надо', 'бы', 'пропустить', 'ещё', 'по', 'кружечка', '–', 'за', 'америка', 'пропускать', 'ещё', 'по', 'кружечка', 'первый', 'снова', 'спрашивать', 'а', 'ты', 'из', 'какой', 'город', 'из', 'вилмингтон', 'вот', 'это', 'да', 'не', 'поверить', '–', 'я', 'тоже', 'из', 'вилмингтон', 'давать', 'ещё', 'по', '–', 'за', 'вилмингтон', 'давать', 'после', 'третий', 'кружка', 'а', 'ты', 'в', 'какой', 'школа', 'учиться', 'в', 'годдард', 'здорово', 'вот', 'это', 'я', 'тоже', 'в', 'этот', 'школа', 'учиться', 'предлагать', 'тост', 'за', 'годдард', 'давать', 'выпивать', 'ещё', 'по', 'кружка', 'а', 'ты', 'в', 'какой', 'год', 'закончить', 'в', '1987', 'а', 'ты', 'и', 'я', 'прикинуть', 'вот', 'это', 'да', 'за', 'это', 'просто', 'необходимо', 'выпить', 'бармен', '–', 'ещё', 'по', 'кружка', 'в', 'этот', 'момент', 'в', 'бар', 'заходить', 'один', 'из', 'постоянный', 'посетитель', 'какой', 'новость', '–', 'спрашивать', 'он', 'у', 'бармен', 'да', 'вот', 'тайлера', 'дерден', 'снова', 'напиться']",jumoreski
"['а', 'мой', 'дед', 'глупый', 'история', 'в', 'общий']",jumoreski
"['в', 'географический', 'кружка', 'город', 'с', 'помощь', 'и', 'древний', 'ебал', 'открыть', 'следующий', 'географический', 'объект']",jumoreski
"['два', 'ковбой', 'скакать', 'по', 'один', 'другой', 'говорить', 'спорить', 'на', 'сто', 'что', 'ты', 'мой', 'говно', 'не', 'съесть', 'спорить', 'ковбой', 'быть', 'огромный', 'папоротник', 'в', 'благоприятный', 'для', 'размножение', 'условие']",jumoreski
"['пойти', 'бабка', 'в', 'магазин', 'ну', 'и', 'упасть', 'за', 'касса', 'один', 'ножка', 'толпа', 'нога', 'достать', 'бабка', 'изз', 'касса', 'и', 'давать', 'она', 'в', 'весь', 'поза', 'трахать', 'тут', 'сосед', 'это', 'дело', 'увидеть', 'и', 'орать', 'с', 'балкон', 'вы', 'что', 'совсем', 'офигель', 'бабушка', 'прямо', 'в', 'магазин', 'ебета', 'последний', 'директор', 'ширинка', 'застёгивать', 'и', 'лениво', 'так', 'отвечать', 'мать', 'порядок', 'это', 'же', 'прийти', 'на', 'работа', 'и', 'в', 'светильник', 'а', 'потом', 'выебать', 'бабка', 'который', 'прийти', 'за', 'мешок', 'доброта', 'и', 'гвоздь']",jumoreski
"['на', 'день', 'рождение', 'киллер', 'приходить', 'братва', 'дарить', 'длинный', 'коробка', 'с', 'больший', 'такой', 'бантик', 'киллер', 'радостный', 'срывать', 'обёрточный', 'бумага', 'а', 'там', 'футляр', 'серебряный', 'под', 'свд', 'хренасс', 'ну', 'мужик', 'класс', 'фигня', 'ты', 'открыть', 'открывать', 'ахрененный', 'винтовка', 'лазерный', 'оптический', 'прицел', 'титановый', 'патрон', 'ну', 'друг', 'знать', 'чем', 'старик', 'порадовать', 'ух', 'да', 'ладный', 'ты', 'достать', 'винтовка', 'поднимать', 'там', 'заказ', 'на', 'лимон', 'фото', 'информация', 'всё', 'как', 'положить', 'дааа', 'даже', 'не', 'знать', 'как', 'вы', 'благодарить', 'это', 'ещё', 'не', 'всё', 'спускаться', 'в', 'подвал', 'включать', 'свет', 'а', 'там', 'только', 'одинокий', 'свинья', 'сидеть', 'посередине', 'и']",jumoreski
"['заходить', 'вор', 'в', 'пятёрочка', 'тут', 'он', 'продавщица', 'баба', 'клава', 'за', 'яйцо', 'хватать', 'и', 'спрашивать', 'плюс', 'два', 'или', 'минус', 'два']",jumoreski
"['на', 'пирс', 'друг', 'на', 'против', 'друг', 'стоять', 'два', 'подводный', 'лодка', 'один', 'называться', 'омск', 'а', 'второй', 'томск', 'приезжать', 'значит', 'к', 'они', 'с', 'проверка', 'сухопутный', 'генерал', 'видеть', 'название', 'лодка', 'и', 'спрашивать', 'у', 'дежурный', 'по', 'лодка', 'это', 'тип', 'название', 'город', 'в', 'они', 'честь', 'лодка', 'назвать', 'красиво', 'нет', 'говорить', 'дежурный', 'это', 'аббревиатура', 'такой', 'омск', 'значит', 'охуенный', 'морской', 'стратегический', 'крейсер', 'какой', 'ещё', 'крейсер', 'это', 'же', 'возражать', 'генерал', 'бля', 'тупанула', 'чёт']",jumoreski
"['штирлиц', 'без', 'конец', 'конец', 'он', 'уже']",jumoreski
"['письмо', 'в', 'единый', 'государственный', 'система', 'предупреждение', 'и', 'чрезвычайный', 'ситуация', 'я', '3', 'день', 'подряд', 'читать', 'рассылка', 'ваш', 'сервис', 'там', 'то', 'ветер', 'до', '30', 'мс', 'то', 'не', 'пользоваться', 'личный', 'то', 'в', 'гора', 'вы', 'там', 'ебануть', 'всё', 'что', 'ли']",jumoreski
"['заболеть', 'у', 'мужик', 'нога', 'жена', 'вызвать', 'врач', 'тот', 'посмотреть', 'и', 'сказать', 'ничего', 'страшный', 'на', 'ночь', 'положить', 'он', 'на', 'ступня', 'по', 'яйцо', 'и', 'всё', 'быть', 'в', 'порядок', 'утром', 'мужик', 'в', 'морг', 'врач', 'что', 'случиться', 'почему', 'умереть', 'да', 'говорить', 'пока', 'до', 'колено', 'он', 'уже']",jumoreski
"['пьяный', 'американец', 'в', 'бар', 'где', 'сидеть', 'весь', 'один', 'посетитель', 'и', 'спрашивать', 'добрый', 'человек', 'не', 'угостить', 'ли', 'я', 'стаканчик', 'почему', 'бы', 'нет', 'говорить', 'тот', 'и', 'покупать', 'пиво', 'выпить', 'кружка', 'первый', 'всматриваться', 'в', 'лицо', 'второй', 'говорить', 'слушать', 'парень', 'а', 'ты', 'сам', 'откуда', 'из', 'америка', 'из', 'америка', 'ничего', 'себя', 'да', 'мы', 'оказываться', 'надо', 'бы', 'пропустить', 'ещё', 'по', 'кружечка', '–', 'за', 'америка', 'пропускать', 'ещё', 'по', 'кружечка', 'первый', 'снова', 'спрашивать', 'а', 'ты', 'из', 'какой', 'город', 'из', 'вилмингтон', 'вот', 'это', 'да', 'не', 'поверить', '–', 'я', 'тоже', 'из', 'вилмингтон', 'давать', 'ещё', 'по', '–', 'за', 'вилмингтон', 'давать', 'после', 'третий', 'кружка', 'а', 'ты', 'в', 'какой', 'школа', 'учиться', 'в', 'годдард', 'здорово', 'вот', 'это', 'я', 'тоже', 'в', 'этот', 'школа', 'учиться', 'предлагать', 'тост', 'за', 'годдард', 'давать', 'выпивать', 'ещё', 'по', 'кружка', 'а', 'ты', 'в', 'какой', 'год', 'закончить', 'в', '1987', 'а', 'ты', 'и', 'я', 'прикинуть', 'вот', 'это', 'да', 'за', 'это', 'просто', 'необходимо', 'выпить', 'бармен', '–', 'ещё', 'по', 'кружка', 'в', 'этот', 'момент', 'в', 'бар', 'заходить', 'один', 'из', 'постоянный', 'посетитель', 'какой', 'новость', '–', 'спрашивать', 'он', 'у', 'бармен', 'да', 'вот', 'тайлера', 'дерден', 'снова', 'напиться']",jumoreski
"['а', 'мой', 'дед', 'глупый', 'история', 'в', 'общий']",jumoreski
"['в', 'географический', 'кружка', 'город', 'с', 'помощь', 'и', 'древний', 'ебал', 'открыть', 'следующий', 'географический', 'объект']",jumoreski
"['два', 'ковбой', 'скакать', 'по', 'один', 'другой', 'говорить', 'спорить', 'на', 'сто', 'что', 'ты', 'мой', 'говно', 'не', 'съесть', 'спорить', 'ковбой', 'быть', 'огромный', 'папоротник', 'в', 'благоприятный', 'для', 'размножение', 'условие']",jumoreski
"['прибегать', 'строитель', 'к', 'и', 'говорить', 'товарищ', 'там', 'бригада', 'кирпич', 'ести']",jumoreski
"['два', 'поспорить', 'но', 'вместе', 'пока', 'не', 'жить']",jumoreski
"['лупа', 'и', 'пуп', 'послать', 'получать', 'стипендия', 'и', 'в', 'бухгалтерия', 'ничего', 'не', 'перепутать', 'ведь', 'лупа', 'быть', 'сын', 'ректор', 'в', 'итог', 'лупа', 'получить', 'стипендия', 'а', 'пуп', 'получить', 'залупа']",jumoreski
"['быть', 'краткий', 'в', 'твой', 'сила', 'и', 'мудрость', 'вы', 'любить', 'кварк', 'да', 'а', 'какой', 'группа', 'предпочитать', 'да', 'обычный', 'вот', 'пожалуйста', 'нормальный', 'частица', 'фундаментальный', 'так', 'сказать', 'можно', 'и', 'я', 'бы', 'сказать', 'нужно', 'похвалить', 'ещё', 'кварк', 'ну', 'как', 'он', 'похвалить', 'ну', 'заебись', 'частица', 'красивый', 'частица', 'как', 'он', 'ещё', 'похвалить', 'блядь', 'а', 'ещё', 'пара', 'красивый', 'слово', 'прелестный', 'кварк', 'спасибо', 'да', 'на', 'здоровье', 'вот', 'оно', 'квантовый', 'механика']",jumoreski
"['почему', 'охранник', 'на', 'рынок', 'такой', 'вежливый', 'они', 'следить', 'за']",jumoreski
"['прапорщик', 'заходить', 'в', 'казарма', 'к', 'рота', 'солдат', 'и', 'говорить', 'мой', 'сын', 'не', 'трогать']",jumoreski
"['плавать', 'както', 'мужик', 'в', 'море', 'тут', 'он', 'ктоть', 'хватать', 'тащить', 'на', 'и', 'спрашивать', '4', 'или']",jumoreski
"['а', 'так', 'и', 'не', 'научиться', 'печь', 'хлеб']",jumoreski
"['что', 'посмотреть', 'в', 'собака', 'как', 'это', 'посмотреть', 'в', 'собака', 'ну', 'в', 'смысл', 'открыть', 'она', 'еб', 'твой', 'мать', 'это', 'не', 'консервный', 'банк', 'боб', 'что', 'значит', 'открыть', 'она', 'ты', 'отлично', 'я', 'понимать', 'ну', 'это', 'уже', 'я', 'уже', 'не', 'знать', 'нет', 'не', 'делать', 'это', 'она', 'пищать', 'блядь', 'такой', 'а', 'ты', 'что', 'никогда', 'не', 'слышать', 'как', 'собака', 'пищать', 'дать', 'я', 'этот', 'пистолет', 'я', 'пристрелить', 'этот', 'убить', 'она', 'на', 'хуй', 'ах', 'ты', 'сволочь', 'слава', 'ты', 'господь', 'блядь', 'ненавидеть', 'собака', 'послать']",jumoreski
"['мой', 'родитель', 'в', 'брак', 'уже', 'большой', '20', 'год', 'за', 'весь', 'они', 'жизнь', 'они', 'встречаться', 'только', 'друг', 'с', 'друг', 'даже', 'сейчас', 'у', 'они', 'любовь', 'папа', 'иногда', 'делать', 'мама', 'кофе', 'в', 'постель', 'и', 'приносить', 'мама', 'цветок', 'просто', 'без', 'повод', 'ну', 'а', 'тот', 'готовить', 'он', 'он', 'любимый', 'блюдо', 'на', 'который', 'уходить', 'почти', 'весь', 'день', 'и', 'всё', 'это', 'лишь', 'ради', 'тот', 'чтобы', 'сделать', 'друг', 'друг', 'приятный', 'я', 'сейчас', '16', 'я', 'мало', 'понимать', 'в', 'любовь', 'но', 'даже', 'я', 'то', 'какой', 'у', 'они', 'отношение', 'то', 'есть', 'как', 'они', 'так', 'удаться', 'сохранить', 'свой', 'любовь', 'както', 'быть', 'с', 'папа', 'у', 'пруд', 'смотреть', 'на', 'лебедь', 'папа', 'рассказывать', 'что', 'у', 'они', 'один', 'любовь', 'на', 'весь', 'они', 'жизнь', 'потом', 'добавить', 'сын', 'учиться', 'верность', 'у', 'лебедь', 'а', 'затем', 'поймать', 'и', 'выебал', 'сам', 'симпатичный']",jumoreski
"['встретиться', 'два', 'еврей', 'знать', 'какой', 'национальность', 'у', 'да', 'ладный']",jumoreski
"['дурак', 'твой', 'таксист']",jumoreski
"['русый', 'приходить', 'к', 'мэр', 'и', 'говорить', 'слушайте', 'мэр', 'у', 'вы', 'часы', 'на', 'бить', 'неверно', 'как', 'а', 'вот', 'так', 'на', 'один', 'удар', 'маленький', 'пойти', 'послушать', 'сейчас', 'быть', 'бить', 'идти', 'приходить', 'часы', 'бам', 'русый', 'ноль', 'часы', 'бам', 'русый']",jumoreski
"['третий', 'день', 'по', 'совет', 'проверить', 'приобрести', 'новый', 'мегадевайс', 'ламповый', 'сразу', 'же', 'от', 'вскрыть', 'коробка', 'лапа', 'и', 'мегадевайс', 'звук', 'мой', 'настоящий', 'быть', 'товарищ', 'и', 'даже', 'мой', 'привыкнуть', 'к', 'ухо', 'отказываться', 'принимать', 'весь', 'спектр', 'частота', 'с', 'первый', 'отдельный', 'внимание', 'стоять', 'кой', 'хоть', 'бас', 'совместный', 'с', 'алексей', 'усилие', 'всё', 'технический', 'проблема', 'ощущение', 'с', 'не', 'идти', 'ни', 'в', 'какой', 'сравнение', 'кроме', 'тот', 'бас', 'и', 'приятный', 'раздаваться', 'по', 'весь', 'студия', 'играть', 'так', 'весь', 'день', 'решительно', 'готовый', 'к', 'съёмка', 'новый', 'пятка', 'многие', 'ребёнок', 'увидеть', 'тут', 'проявление', 'музыкальный', 'тупой', 'ребёнок', 'что', 'поиск', 'звук', 'и', 'это', 'разный', 'вещь', 'отличный', 'весь', 'рекомендовать', 'к', 'приобретение', 'всё', 'это', 'как', 'водиться', 'реклама']",jumoreski
"['а', 'когда', 'смотреть', 'японский', 'голубой']",jumoreski
"['командир', 'демонстрировать', 'солдат', 'новый', 'табуретка', 'вот', 'товарищ', 'боец', 'это', 'новый', 'секретный', 'табуретка', 'петров', 'я', 'выести', 'табуретка', 'петров', 'тужиться', 'пыжиться', 'не', 'выебать', 'сидоров', 'помочь', 'петров', 'пытаться', 'вдвоём', 'тот', 'же', 'ситуация', 'не', 'выебать', 'иванов', 'помогать', 'пыхтеть', 'втроём', 'трахнуть', 'не', 'мочь', 'никак', 'не', 'выебать', 'товарищ', 'командир', 'а', 'хулить', 'вы', 'хотеть', 'сорок', 'шесть', 'тонна']",jumoreski
"['доктор', 'ватсон', 'сидеть', 'в', 'ресторан', 'наслаждаться', 'обед', 'и', 'свежеть', 'газета', 'тут', 'он', 'обратить', 'внимание', 'на', 'очаровательный', 'официантка', 'в', 'миниюбка', 'насмотреться', 'послать', 'она', 'записка', 'если', 'вы', 'немного', 'приподнять', 'свой', 'юбка', 'я', 'вы', 'быть', 'очень', 'признательный', 'с', 'уважение', 'др', 'ватсон', 'официантка', 'принести', 'он', 'ответ', 'если', 'я', 'немного', 'приподнять', 'свой', 'юбка', 'вы', 'увидеть', 'хуй', 'а', 'по', 'бок', 'яйцо', 'бывать', 'два', 'тип', 'яйцо', 'яйцо', 'и', 'маленький', 'яйчишка', 'каждый', 'хуй', 'всегда', 'стоить', 'и', 'озираться', 'только', 'мозг', 'у', 'он', 'нет', 'и', 'как', 'только', 'почуять', 'так', 'он', 'сразу', 'и', 'вот', 'ты', 'решить', 'что', 'здесь', 'пахнуть', 'старый', 'добрый', 'и', 'приволочь', 'с', 'себя', 'свой', 'яйчишка', 'чтобы', 'но', 'ты', 'немного', 'перепутать', 'никакой', 'пизда', 'здесь', 'даже', 'не', 'пахнуть', 'здесь', 'только', 'болезнь', 'сейчас', 'ты', 'пожалеть', 'о', 'тот', 'что', 'не', 'родиться', 'баба', 'как', 'и', 'положить', 'безмозглый', 'хуй', 'ты', 'не', 'разбираться', 'в', 'ситуация', 'а', 'теперь', 'ты', 'начинать', 'и', 'твой', 'маленький', 'яйчишка', 'вместе', 'с', 'ты', 'это', 'потому', 'что', 'на', 'бок', 'мой', 'пистолет', 'написать', '50', 'ловить', 'здесь', 'ты', 'нечего', 'а', 'теперь', 'отсюда', 'с', 'уважение', 'широта', 'холмс']",jumoreski
"['на', 'день', 'рождение', 'киллер', 'приходить', 'братва', 'дарить', 'длинный', 'коробка', 'с', 'больший', 'такой', 'бантик', 'киллер', 'радостный', 'срывать', 'обёрточный', 'бумага', 'а', 'там', 'футляр', 'серебряный', 'под', 'свд', 'хренасс', 'ну', 'мужик', 'класс', 'фигня', 'ты', 'открыть', 'открывать', 'ахрененный', 'винтовка', 'лазерный', 'оптический', 'прицел', 'титановый', 'патрон', 'ну', 'друг', 'знать', 'чем', 'старик', 'порадовать', 'ух', 'да', 'ладный', 'ты', 'достать', 'винтовка', 'поднимать', 'там', 'заказ', 'на', 'лимон', 'фото', 'информация', 'всё', 'как', 'положить', 'дааа', 'даже', 'не', 'знать', 'как', 'вы', 'благодарить', 'это', 'ещё', 'не', 'всё', 'спускаться', 'в', 'подвал', 'включать', 'свет', 'там', 'на', 'стул', 'сидеть', 'заказать', 'мужик', 'связанный', 'рот', 'скотч', 'ну', 'у', 'уже', 'глаз', 'гореть', 'он', 'за', 'новый', 'винтовка', 'подождать', 'скотч', 'тот', 'снимать', 'скотч', 'мужик', 'голос', 'вы', 'издеваться']",jumoreski
"['ехать', 'в', 'купе', 'три', 'девушка', 'один', 'говорить', 'я', 'любить', 'трахаться', 'с', 'спортсмен', 'быстро', 'прибежать', 'быстро', 'трахнуть', 'быстро', 'убежать', 'второй', 'а', 'я', 'с', 'военный', 'на', 'счёт', 'раз', 'прийти', 'на', 'счёт', 'два', 'трахнуть', 'на', 'счёт', 'три', 'уйти', 'третий', 'а', 'я', 'любить', 'трахаться', 'с', 'индеец', 'ребёнок', 'природа', 'трахаться', 'как', 'зверь', 'тут', 'поезд', 'медленно', 'затормозить', 'с', 'верхний', 'полка', 'аккуратно', 'спускаться', 'парень', 'в', 'с', 'и', 'говорить', 'с', 'весь']",jumoreski
"['подвыпить', 'ковбой', 'в', 'бар', 'и', 'схватить', 'бармен', 'за', 'шиворот', 'орать', 'ты', 'с', 'мой', 'жена', 'спать', 'да', 'ты', 'что', 'джон', 'нет', 'конечно', 'ах', 'ты', 'усатый', 'после', 'я']",jumoreski
"['телега', 'о', 'дружба', 'смерть', 'и', 'любовь', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski']",jumoreski
"['на', 'пирс', 'друг', 'на', 'против', 'друг', 'стоять', 'два', 'подводный', 'лодка', 'один', 'называться', 'омск', 'а', 'второй', 'томск', 'приезжать', 'значит', 'к', 'они', 'с', 'проверка', 'сухопутный', 'генерал', 'видеть', 'название', 'лодка', 'и', 'спрашивать', 'у', 'дежурный', 'по', 'лодка', 'это', 'тип', 'название', 'город', 'в', 'они', 'честь', 'лодка', 'назвать', 'красиво', 'нет', 'говорить', 'дежурный', 'это', 'аббревиатура', 'такой', 'омск', 'значит', 'охуенный', 'морской', 'стратегический', 'крейсер', 'а', 'томск', 'что', 'значит', 'спрашивать', 'генерал', 'твой', 'мама', 'сосать', 'кока']",jumoreski
"['испытуемый', 'приступить', 'готовый', 'готовый', 'ваш', 'контрольный', 'фраза', 'javascript', 'error', 'javascript', 'error', 'хотеть', 'бы', 'вы', 'проверить', 'лента', 'новость', 'javascript', 'error', 'javascript', 'error', 'доводиться', 'ли', 'вы', 'слышать', 'про', 'другой', 'программный', 'код', 'javascript', 'error', 'javascript', 'error', 'слышать', 'ли', 'вы', 'о', 'javascript', 'error', 'javascript', 'error', 'повторить', '3', 'раз', 'javascript', 'error', 'javascript', 'error', 'загрузить', 'похоже', 'испытуемый', 'можно', 'заходить', 'javascript', 'error']",jumoreski
